station_id,station_name,city,state,latitude,longitude,location_type,charger_type,ports_total,power_output_kw,total_capacity_kw,avg_utilization,min_utilization,max_utilization,std_utilization,p75_utilization,p90_utilization
EV00020,ChargePoint - Chicago #20,Chicago,IL,41.731657,-87.535362,Urban Center,Level 2,4,125.0,500.0,0.37692416050085376,0.02,0.98,0.26014990713450203,0.591,0.7
EV00021,Shell Recharge - Seattle #1,Seattle,WA,47.691381,-122.457787,Suburban,DC Fast Charge,6,150.0,900.0,0.49735116676152535,0.068,0.98,0.27415361226775425,0.725,0.859
EV00022,Electrify America - New York #2,New York,NY,40.818931,-73.973011,Workplace,Hyper-Fast,2,150.0,300.0,0.27094806488332385,0.02,0.98,0.33865551943381805,0.584,0.87
EV00023,Tesla Supercharger - Chicago #3,Chicago,IL,41.823295,-87.682445,Urban Center,Tesla DC Fast,4,350.0,1400.0,0.3772505691519636,0.02,0.98,0.2597548596809996,0.589,0.702
EV00024,Electrify America - Chicago #4,Chicago,IL,41.996164,-87.638336,Hotel/Hospitality,Hyper-Fast,2,350.0,700.0,0.34623349459305636,0.049,0.953,0.1926273496557599,0.504,0.596
EV00025,Blink - San Diego #5,San Diego,CA,32.798236,-117.141617,Residential,DC Fast Charge,2,50.0,100.0,0.32200498007968126,0.041,0.98,0.25889780027456183,0.444,0.7583000000000002
EV00026,EVgo - Austin #6,Austin,TX,30.27682,-97.761738,Hotel/Hospitality,DC Fast Charge,6,50.0,300.0,0.43605620375640297,0.058,0.98,0.24235935927747657,0.637,0.749
EV00027,Volta - Miami #7,Miami,FL,25.619429,-80.149077,Suburban,Level 2,4,7.2,28.8,0.3374070859419465,0.047,0.793,0.1874152074586863,0.49,0.5803000000000001
EV00028,Volta - Las Vegas #8,Las Vegas,NV,36.172571,-115.01773,Shopping Center,Level 2,6,7.2,43.2,0.45208437677859986,0.02,0.98,0.31283469873965447,0.709,0.858
EV00029,ChargePoint - Atlanta #9,Atlanta,GA,33.723115,-84.313335,Residential,DC Fast Charge,6,62.5,375.0,0.2208821855435401,0.029,0.938,0.18007260938065373,0.304,0.5193000000000002
EV00030,Tesla Supercharger - San Francisco #10,San Francisco,CA,37.706925,-122.521634,Workplace,Tesla DC Fast,8,250.0,2000.0,0.3443641149686966,0.02,0.98,0.3971125108437767,0.88175,0.98
EV00031,Electrify America - Denver #11,Denver,CO,39.780021,-104.878562,Workplace,Hyper-Fast,6,150.0,900.0,0.2913117529880478,0.02,0.98,0.3595854177852878,0.634,0.956
EV00032,EVgo - Seattle #12,Seattle,WA,47.727768,-122.318197,Suburban,DC Fast Charge,6,350.0,2100.0,0.49722154240182126,0.062,0.98,0.2743685558925622,0.726,0.861
EV00033,EVCS - Chicago #13,Chicago,IL,41.825401,-87.746984,Airport,Level 2,6,100.0,600.0,0.34556331815594765,0.046,0.882,0.1920571181906689,0.503,0.595
EV00034,Blink - Seattle #14,Seattle,WA,47.705404,-122.221781,Highway Corridor,Level 2,8,7.2,57.6,0.5684869095048378,0.04,0.98,0.32653120804479185,0.858,0.98
EV00035,EVCS - Austin #15,Austin,TX,30.245223,-97.823368,Highway Corridor,Level 2,8,7.2,57.6,0.5104521912350598,0.033,0.98,0.3031966817536435,0.755,0.914
EV00036,Shell Recharge - Atlanta #16,Atlanta,GA,33.882873,-84.443039,Residential,DC Fast Charge,8,350.0,2800.0,0.22138645418326694,0.029,0.973,0.179641497577749,0.301,0.517
EV00037,Electrify America - Portland #17,Portland,OR,45.479089,-122.538465,Hotel/Hospitality,Hyper-Fast,4,150.0,600.0,0.46038659647125785,0.062,0.98,0.2549156384497703,0.671,0.79
EV00038,Electrify America - San Francisco #18,San Francisco,CA,37.769175,-122.479737,Workplace,Hyper-Fast,8,350.0,2800.0,0.3445028457598179,0.02,0.98,0.3979704636768531,0.89525,0.98
EV00039,EVCS - Los Angeles #19,Los Angeles,CA,34.082869,-118.249196,Residential,DC Fast Charge,8,50.0,400.0,0.3439146272054639,0.042,0.98,0.27106083224916583,0.478,0.813
EV00040,EVgo - Las Vegas #20,Las Vegas,NV,36.29248,-115.218131,Highway Corridor,DC Fast Charge,16,100.0,1600.0,0.44574046670461015,0.029,0.98,0.2690234379425176,0.652,0.788
EV00041,Volta - Denver #1,Denver,CO,39.885695,-105.067383,Workplace,Level 2,6,7.2,43.2,0.2920392714854866,0.02,0.98,0.36123637310831475,0.6335,0.964
EV00042,Electrify America - Chicago #2,Chicago,IL,41.958486,-87.708709,Highway Corridor,DC Fast Charge,10,150.0,1500.0,0.4097788844621514,0.026,0.98,0.2484868533592185,0.6,0.716
EV00043,EVCS - Boston #3,Boston,MA,42.399692,-71.019941,Suburban,DC Fast Charge,2,50.0,100.0,0.4238614114968697,0.054,0.98,0.23566509228452584,0.615,0.729
EV00044,Volta - Boston #4,Boston,MA,42.460591,-71.113766,Shopping Center,Level 2,4,7.2,28.8,0.49582413204325554,0.02,0.98,0.33649432831909865,0.785,0.9513000000000001
EV00045,Shell Recharge - Los Angeles #5,Los Angeles,CA,33.912233,-118.222732,Urban Center,DC Fast Charge,8,150.0,1200.0,0.5404591633466136,0.02,0.98,0.3588559750468058,0.879,0.98
EV00046,EVCS - Phoenix #6,Phoenix,AZ,33.453628,-112.152051,Hotel/Hospitality,DC Fast Charge,6,100.0,600.0,0.35820133750711436,0.05,0.83,0.19900831774543168,0.522,0.613
EV00047,Volta - Denver #7,Denver,CO,39.797281,-105.023979,Workplace,Level 2,4,7.2,28.8,0.29213787706317584,0.02,0.98,0.3607160796771196,0.631,0.961
EV00048,Electrify America - San Francisco #8,San Francisco,CA,37.661256,-122.46768,Airport,DC Fast Charge,12,350.0,4200.0,0.5800506545247581,0.08,0.98,0.3076792892540218,0.865,0.98
EV00049,Volta - Boston #9,Boston,MA,42.473202,-71.132618,Workplace,Level 2,8,7.2,57.6,0.29133081957882756,0.02,0.98,0.3601735034524674,0.63125,0.963
EV00050,Electrify America - San Francisco #10,San Francisco,CA,37.865167,-122.40344,Urban Center,DC Fast Charge,4,350.0,1400.0,0.5920650256118384,0.02,0.98,0.3783744912463227,0.98,0.98
EV00051,ChargePoint - Las Vegas #11,Las Vegas,NV,36.047931,-115.020835,Shopping Center,Level 2,8,62.5,500.0,0.45076266363118955,0.02,0.98,0.3120202281236772,0.7042499999999999,0.858
EV00052,Blink - Boston #12,Boston,MA,42.311709,-71.105237,Airport,Level 2,4,50.0,200.0,0.424022766078543,0.056,0.98,0.23587040674320742,0.617,0.729
EV00053,Tesla Supercharger - Portland #13,Portland,OR,45.636126,-122.596037,Urban Center,Tesla DC Fast,8,150.0,1200.0,0.4933999715424018,0.02,0.98,0.3350684525472583,0.778,0.938
EV00054,Volta - Miami #14,Miami,FL,25.658489,-80.070434,Airport,Level 2,10,7.2,72.0,0.337510671599317,0.042,0.787,0.18705583022260752,0.492,0.578
EV00055,Blink - Chicago #15,Chicago,IL,41.732759,-87.749559,Shopping Center,Level 2,6,7.2,43.2,0.413878343767786,0.02,0.98,0.2878594983500964,0.645,0.7773000000000002
EV00056,Blink - Boston #16,Boston,MA,42.258242,-71.04538,Airport,DC Fast Charge,4,50.0,200.0,0.424895702902675,0.06,0.98,0.23635200601766387,0.61825,0.732
EV00057,Blink - Las Vegas #17,Las Vegas,NV,36.087281,-115.076346,Highway Corridor,Level 2,10,7.2,72.0,0.4477663631189528,0.029,0.98,0.2710202772119826,0.65425,0.795
EV00058,EVCS - Phoenix #18,Phoenix,AZ,33.523947,-112.02511,Highway Corridor,Level 2,16,100.0,1600.0,0.42463972680705747,0.027,0.98,0.2577789904921103,0.62225,0.748
EV00059,Tesla Supercharger - Atlanta #19,Atlanta,GA,33.770493,-84.511898,Airport,Tesla DC Fast,8,250.0,2000.0,0.32735216277746154,0.044,0.828,0.18326133721264523,0.478,0.563
EV00060,Volta - Denver #20,Denver,CO,39.663197,-104.848097,Suburban,Level 2,6,7.2,43.2,0.42087763232783154,0.059,0.98,0.23384553934000754,0.611,0.72
EV00061,Blink - Denver #1,Denver,CO,39.857614,-104.950658,Highway Corridor,Level 2,24,19.2,460.8,0.49583523050654527,0.03,0.98,0.294806669565371,0.73,0.88
EV00062,Blink - New York #2,New York,NY,40.733071,-74.012245,Airport,Level 2,10,19.2,192.0,0.38358224245873646,0.05,0.98,0.21243172886475806,0.556,0.658
EV00063,Blink - New York #3,New York,NY,40.644232,-74.152705,Residential,Level 2,2,50.0,100.0,0.2604243027888446,0.033,0.98,0.21202581352207797,0.358,0.612
EV00064,Blink - Austin #4,Austin,TX,30.402138,-97.603821,Shopping Center,DC Fast Charge,10,19.2,192.0,0.5104243027888447,0.02,0.98,0.3450257905954956,0.819,0.98
EV00065,Shell Recharge - Minneapolis #5,Minneapolis,MN,44.834637,-93.141504,Hotel/Hospitality,DC Fast Charge,6,50.0,300.0,0.3449472111553785,0.049,0.951,0.19077795666283678,0.499,0.593
EV00066,EVCS - Minneapolis #6,Minneapolis,MN,45.119086,-93.164097,Shopping Center,DC Fast Charge,12,7.2,86.4,0.41475170745589074,0.02,0.98,0.28860226696468577,0.648,0.7793000000000002
EV00067,EVCS - Los Angeles #7,Los Angeles,CA,34.155341,-118.304923,Workplace,Level 2,2,100.0,200.0,0.32673349459305634,0.02,0.98,0.38951425085641234,0.785,0.98
EV00068,Blink - Denver #8,Denver,CO,39.870846,-104.931191,Urban Center,DC Fast Charge,6,50.0,300.0,0.4576661923733637,0.02,0.98,0.31315507890189737,0.718,0.862
EV00069,Electrify America - Boston #9,Boston,MA,42.394502,-70.912984,Urban Center,DC Fast Charge,2,350.0,700.0,0.4583145987478657,0.02,0.98,0.3134585845843635,0.719,0.857
EV00070,Volta - San Diego #10,San Diego,CA,32.833212,-117.087769,Suburban,Level 2,4,7.2,28.8,0.4751522481502561,0.06,0.98,0.2619756747790932,0.687,0.8183000000000001
EV00071,Electrify America - Phoenix #11,Phoenix,AZ,33.510745,-112.112153,Hotel/Hospitality,Hyper-Fast,2,350.0,700.0,0.35804923164484914,0.047,0.841,0.19859562037115375,0.523,0.616
EV00072,Blink - Phoenix #12,Phoenix,AZ,33.543034,-111.959878,Residential,DC Fast Charge,8,7.2,57.6,0.24306573705179285,0.03,0.901,0.19754618564923668,0.332,0.57
EV00073,Tesla Supercharger - Las Vegas #13,Las Vegas,NV,36.170455,-115.050511,Highway Corridor,Tesla DC Fast,20,250.0,5000.0,0.4467367672168469,0.026,0.98,0.26947952908503936,0.657,0.788
EV00074,Electrify America - Chicago #14,Chicago,IL,41.968738,-87.512998,Suburban,DC Fast Charge,2,350.0,700.0,0.3456772908366534,0.049,0.952,0.19232121010860279,0.502,0.594
EV00075,ChargePoint - Minneapolis #15,Minneapolis,MN,44.858195,-93.246516,Residential,DC Fast Charge,4,62.5,250.0,0.2340640295959021,0.03,0.98,0.18957547158328708,0.321,0.543
EV00076,EVgo - Portland #16,Portland,OR,45.532793,-122.744038,Workplace,DC Fast Charge,2,150.0,300.0,0.3076163915765509,0.02,0.98,0.374136826753661,0.6932499999999999,0.98
EV00077,Volta - Los Angeles #17,Los Angeles,CA,33.911204,-118.15322,Airport,Level 2,8,7.2,57.6,0.5138032157085942,0.071,0.98,0.2818653843554917,0.749,0.891
EV00078,Shell Recharge - Minneapolis #18,Minneapolis,MN,44.868118,-93.263327,Urban Center,DC Fast Charge,8,350.0,2800.0,0.37676195219123504,0.02,0.98,0.26030255484297377,0.592,0.704
EV00079,ChargePoint - Seattle #19,Seattle,WA,47.646867,-122.454396,Airport,Level 2,8,125.0,1000.0,0.49591491178144564,0.071,0.98,0.2725234295528036,0.724,0.857
EV00080,Shell Recharge - Seattle #20,Seattle,WA,47.622191,-122.288771,Shopping Center,DC Fast Charge,8,150.0,1200.0,0.5615035571997723,0.02,0.98,0.36694070422884584,0.93,0.98
EV00081,Blink - Seattle #1,Seattle,WA,47.61489,-122.383113,Urban Center,Level 2,4,19.2,76.8,0.5268447638019351,0.02,0.98,0.3513670336281765,0.844,0.98
EV00082,Electrify America - Las Vegas #2,Las Vegas,NV,36.151691,-115.266463,Suburban,DC Fast Charge,2,350.0,700.0,0.37964214570290267,0.05,0.884,0.2114456899004869,0.553,0.655
EV00083,Shell Recharge - Atlanta #3,Atlanta,GA,33.850794,-84.331208,Workplace,DC Fast Charge,2,350.0,700.0,0.23584092202618098,0.02,0.98,0.29604619180204533,0.49,0.7473000000000002
EV00084,EVCS - Phoenix #4,Phoenix,AZ,33.346931,-112.144927,Urban Center,DC Fast Charge,8,100.0,800.0,0.3912172737620945,0.02,0.98,0.26949238982688756,0.613,0.726
EV00085,ChargePoint - Phoenix #5,Phoenix,AZ,33.498059,-112.13602,Urban Center,DC Fast Charge,6,7.2,43.2,0.3913266932270916,0.02,0.98,0.2698499284911815,0.61,0.7343000000000002
EV00086,Blink - Phoenix #6,Phoenix,AZ,33.466306,-112.036484,Urban Center,DC Fast Charge,4,7.2,28.8,0.3911680421172453,0.02,0.98,0.2701705343366923,0.615,0.73
EV00087,Shell Recharge - Austin #7,Austin,TX,30.226792,-97.662646,Hotel/Hospitality,DC Fast Charge,6,350.0,2100.0,0.4375643141718839,0.053,0.98,0.24431875644380716,0.64,0.7553000000000002
EV00088,Shell Recharge - Atlanta #8,Atlanta,GA,33.613801,-84.527781,Highway Corridor,DC Fast Charge,20,350.0,7000.0,0.38631502561183834,0.026,0.98,0.23466748031530005,0.563,0.6833000000000002
EV00089,Blink - Denver #9,Denver,CO,39.732252,-105.11065,Shopping Center,Level 2,6,50.0,300.0,0.49809391007398973,0.02,0.98,0.3375418004609146,0.794,0.95
EV00090,Volta - Las Vegas #10,Las Vegas,NV,36.071961,-115.159845,Highway Corridor,Level 2,10,7.2,72.0,0.4463867387592487,0.029,0.98,0.27026299690740974,0.655,0.787
EV00091,ChargePoint - San Diego #11,San Diego,CA,32.754755,-117.119472,Shopping Center,Level 2,10,7.2,72.0,0.5456233636881047,0.02,0.98,0.3612406007102355,0.89325,0.98
EV00092,Tesla Supercharger - San Diego #12,San Diego,CA,32.757758,-117.159059,Highway Corridor,Tesla DC Fast,24,350.0,8400.0,0.5500805350028457,0.036,0.98,0.31956639374023454,0.822,0.98
EV00093,Volta - Portland #13,Portland,OR,45.41888,-122.808829,Workplace,Level 2,8,7.2,57.6,0.30907285145133745,0.02,0.98,0.3768057350048616,0.7002499999999999,0.98
EV00094,Tesla Supercharger - Seattle #14,Seattle,WA,47.467953,-122.304267,Highway Corridor,Tesla DC Fast,8,350.0,2800.0,0.5676111269208879,0.035,0.98,0.3259510060979181,0.855,0.98
EV00095,Tesla Supercharger - Phoenix #15,Phoenix,AZ,33.416451,-112.027014,Suburban,Tesla DC Fast,8,150.0,1200.0,0.3588338076266363,0.042,0.84,0.19924530937943455,0.52025,0.617
EV00096,ChargePoint - Las Vegas #16,Las Vegas,NV,36.302439,-115.174169,Residential,DC Fast Charge,8,125.0,1000.0,0.2566079965850882,0.032,0.956,0.20733113804076683,0.353,0.601
EV00097,ChargePoint - Austin #17,Austin,TX,30.178737,-97.869192,Residential,Level 2,8,19.2,153.6,0.29703343767786,0.035,0.98,0.2405453297462875,0.412,0.6973000000000001
EV00098,Electrify America - Minneapolis #18,Minneapolis,MN,44.858333,-93.215098,Suburban,Hyper-Fast,4,350.0,1400.0,0.3470354297097325,0.049,0.861,0.19300233265316608,0.50225,0.6
EV00099,EVgo - Atlanta #19,Atlanta,GA,33.853463,-84.533018,Airport,DC Fast Charge,12,350.0,4200.0,0.32716448491747296,0.047,0.886,0.18245780915369508,0.478,0.56
EV00100,Tesla Supercharger - Denver #20,Denver,CO,39.625449,-104.930979,Airport,Tesla DC Fast,10,250.0,2500.0,0.4226794251565168,0.058,0.98,0.234528796077751,0.615,0.727
EV00101,Volta - Phoenix #1,Phoenix,AZ,33.520521,-111.978956,Shopping Center,Level 2,8,7.2,57.6,0.43077376209447926,0.02,0.98,0.2994978697715304,0.676,0.814
EV00102,Tesla Supercharger - Seattle #2,Seattle,WA,47.513232,-122.254816,Suburban,Tesla DC Fast,6,250.0,1500.0,0.4961745873648264,0.063,0.98,0.2723100460424687,0.72425,0.85
EV00103,ChargePoint - Denver #3,Denver,CO,39.713785,-105.028395,Hotel/Hospitality,Level 2,6,125.0,750.0,0.42270091064314175,0.054,0.98,0.23459617657050935,0.613,0.729
EV00104,EVgo - Miami #4,Miami,FL,25.889227,-80.082476,Residential,DC Fast Charge,6,150.0,900.0,0.22864299943084804,0.029,0.854,0.18526275759928273,0.317,0.535
EV00105,Shell Recharge - Portland #5,Portland,OR,45.596363,-122.799063,Workplace,DC Fast Charge,8,50.0,400.0,0.308609704040979,0.02,0.98,0.3758838203800954,0.706,0.98
EV00106,Tesla Supercharger - Chicago #6,Chicago,IL,41.977937,-87.683985,Suburban,Tesla DC Fast,8,350.0,2800.0,0.34568682413204327,0.042,0.945,0.1922817028891774,0.501,0.595
EV00107,Tesla Supercharger - Austin #7,Austin,TX,30.123251,-97.618385,Shopping Center,Tesla DC Fast,10,350.0,3500.0,0.5118521627774616,0.02,0.98,0.3447992226934258,0.821,0.98
EV00108,EVCS - Phoenix #8,Phoenix,AZ,33.585019,-111.934818,Residential,DC Fast Charge,4,50.0,200.0,0.2425266078542971,0.03,0.899,0.19758024168240493,0.331,0.567
EV00109,ChargePoint - Boston #9,Boston,MA,42.344534,-71.122037,Urban Center,Level 2,4,62.5,250.0,0.4587850028457598,0.02,0.98,0.3138934624276932,0.72025,0.862
EV00110,Tesla Supercharger - Austin #10,Austin,TX,30.345712,-97.652526,Workplace,Tesla DC Fast,4,250.0,1000.0,0.299034718269778,0.02,0.98,0.36728305836134467,0.667,0.98
EV00111,Tesla Supercharger - Portland #11,Portland,OR,45.518326,-122.812732,Suburban,Tesla DC Fast,8,350.0,2800.0,0.45732669322709163,0.065,0.98,0.2531921193709675,0.668,0.788
EV00112,Volta - San Francisco #12,San Francisco,CA,37.886311,-122.464725,Hotel/Hospitality,Level 2,2,7.2,14.4,0.5810424018212863,0.081,0.98,0.3084791564699526,0.873,0.98
EV00113,EVCS - Miami #13,Miami,FL,25.652898,-80.111547,Shopping Center,Level 2,6,100.0,600.0,0.4035857996585088,0.02,0.98,0.28197858766667244,0.633,0.765
EV00114,Shell Recharge - San Francisco #14,San Francisco,CA,37.645232,-122.359709,Airport,DC Fast Charge,4,150.0,600.0,0.5799261525327263,0.081,0.98,0.3069423281491406,0.866,0.98
EV00115,Shell Recharge - San Diego #15,San Diego,CA,32.781873,-117.285595,Workplace,DC Fast Charge,4,150.0,600.0,0.3145317302219693,0.02,0.98,0.3809914148924344,0.72125,0.98
EV00116,Tesla Supercharger - Atlanta #16,Atlanta,GA,33.712281,-84.428807,Workplace,Tesla DC Fast,6,150.0,900.0,0.23531516789982926,0.02,0.98,0.2953855475999287,0.492,0.7383000000000002
EV00117,Shell Recharge - Portland #17,Portland,OR,45.6658,-122.603987,Residential,DC Fast Charge,8,150.0,1200.0,0.3100244735344337,0.038,0.98,0.25025973068135604,0.426,0.73
EV00118,Volta - San Francisco #18,San Francisco,CA,37.853144,-122.402479,Hotel/Hospitality,Level 2,6,7.2,43.2,0.5808733636881047,0.082,0.98,0.30860231731305354,0.871,0.98
EV00119,Volta - San Diego #19,San Diego,CA,32.841906,-117.276641,Airport,Level 2,4,7.2,28.8,0.4751400113830393,0.064,0.98,0.2626498767694605,0.691,0.817
EV00120,Shell Recharge - New York #20,New York,NY,40.563406,-74.019402,Suburban,DC Fast Charge,8,50.0,400.0,0.383651109846329,0.048,0.98,0.21247536075316353,0.557,0.658
EV00121,Tesla Supercharger - Miami #1,Miami,FL,25.645258,-80.145237,Airport,Tesla DC Fast,8,350.0,2800.0,0.3366008821855435,0.047,0.791,0.1865811982561396,0.488,0.58
EV00122,Electrify America - San Francisco #2,San Francisco,CA,37.908652,-122.457539,Airport,DC Fast Charge,12,150.0,1800.0,0.5820657370517928,0.082,0.98,0.30904972435380856,0.873,0.98
EV00123,EVCS - Seattle #3,Seattle,WA,47.527079,-122.191033,Urban Center,Level 2,8,7.2,57.6,0.5284151963574274,0.02,0.98,0.3532999759181716,0.852,0.98
EV00124,Blink - Minneapolis #4,Minneapolis,MN,44.842948,-93.152657,Suburban,DC Fast Charge,6,7.2,43.2,0.34582142857142856,0.047,0.936,0.19262163775462293,0.506,0.591
EV00125,Shell Recharge - Phoenix #5,Phoenix,AZ,33.322139,-112.053844,Urban Center,DC Fast Charge,2,350.0,700.0,0.39098591348890155,0.02,0.98,0.27073601688013865,0.613,0.734
EV00126,ChargePoint - Phoenix #6,Phoenix,AZ,33.48882,-112.011275,Suburban,DC Fast Charge,4,62.5,250.0,0.358729937393284,0.048,0.841,0.19899248198585126,0.523,0.616
EV00127,Blink - San Diego #7,San Diego,CA,32.745294,-117.039653,Shopping Center,Level 2,8,19.2,153.6,0.5440825270347183,0.02,0.98,0.3596445642959514,0.883,0.98
EV00128,ChargePoint - New York #8,New York,NY,40.845123,-73.892921,Suburban,Level 2,6,19.2,115.2,0.3838182982356289,0.051,0.98,0.21326178248954994,0.558,0.655
EV00129,Tesla Supercharger - Phoenix #9,Phoenix,AZ,33.383214,-112.163564,Hotel/Hospitality,Tesla DC Fast,8,350.0,2800.0,0.3584042401821286,0.047,0.832,0.19809125696769625,0.518,0.616
EV00130,EVCS - Phoenix #10,Phoenix,AZ,33.475097,-112.19668,Suburban,Level 2,6,50.0,300.0,0.3598060614684121,0.049,0.84,0.1996952333766492,0.524,0.62
EV00131,Electrify America - Phoenix #11,Phoenix,AZ,33.509449,-112.059171,Airport,DC Fast Charge,6,350.0,2100.0,0.3584736767216847,0.049,0.836,0.1995173691879574,0.521,0.618
EV00132,Shell Recharge - Minneapolis #12,Minneapolis,MN,45.035419,-93.371215,Suburban,DC Fast Charge,8,50.0,400.0,0.3445061183836084,0.045,0.951,0.1913454220707848,0.49724999999999997,0.591
EV00133,Electrify America - Miami #13,Miami,FL,25.89494,-80.122284,Highway Corridor,Hyper-Fast,12,150.0,1800.0,0.39963431986340353,0.024,0.98,0.24367882352395437,0.585,0.705
EV00134,Shell Recharge - Atlanta #14,Atlanta,GA,33.879819,-84.280181,Highway Corridor,DC Fast Charge,16,150.0,2400.0,0.3866301935116676,0.026,0.98,0.23547369571502555,0.561,0.686
EV00135,Volta - New York #15,New York,NY,40.672939,-73.916834,Urban Center,Level 2,4,7.2,28.8,0.4189543255549232,0.02,0.98,0.2889490041782168,0.658,0.785
EV00136,Electrify America - Miami #16,Miami,FL,25.655125,-80.161761,Highway Corridor,Hyper-Fast,8,150.0,1200.0,0.4007502845759818,0.024,0.98,0.2438789907112754,0.582,0.7063000000000001
EV00137,Shell Recharge - San Diego #17,San Diego,CA,32.822636,-117.058501,Hotel/Hospitality,DC Fast Charge,6,350.0,2100.0,0.4751360273192942,0.058,0.98,0.2628029973036033,0.694,0.8163000000000001
EV00138,Volta - Miami #18,Miami,FL,25.692022,-80.323087,Airport,Level 2,8,7.2,57.6,0.3365890722822994,0.042,0.79,0.1867672185235049,0.49,0.5793000000000001
EV00139,Tesla Supercharger - Miami #19,Miami,FL,25.85387,-80.040085,Highway Corridor,Tesla DC Fast,16,150.0,2400.0,0.3994428002276608,0.026,0.98,0.24311947997523997,0.582,0.703
EV00140,Tesla Supercharger - Boston #20,Boston,MA,42.440696,-70.92657,Shopping Center,Tesla DC Fast,12,350.0,4200.0,0.49716846898121797,0.02,0.98,0.33812947665316756,0.791,0.953
EV00141,Shell Recharge - Chicago #1,Chicago,IL,41.865163,-87.741252,Airport,DC Fast Charge,6,350.0,2100.0,0.34616277746158225,0.049,0.932,0.19305308649585548,0.503,0.596
EV00142,EVCS - Denver #2,Denver,CO,39.658593,-104.93849,Hotel/Hospitality,DC Fast Charge,6,50.0,300.0,0.42294123505976094,0.052,0.98,0.23453736734251937,0.617,0.727
